00:01:14.824,-87,28
00:01:15.103,-89,7
00:01:15.372,-87,24
00:01:15.573,-85,19
00:01:15.767,-95,35
00:01:15.916,-86,29
00:01:16.162,-90,26
00:01:16.401,-86,7
00:01:16.647,-95,32
00:01:16.796,-85,23
00:01:17.005,-92,31
00:01:17.124,-87,5
00:01:17.288,-89,32
00:01:17.482,-83,13
00:01:17.661,-89,32
00:01:17.788,-84,22
00:01:18.012,-88,31
00:01:18.154,-85,7
00:01:18.392,-87,17
00:01:18.549,-85,10
00:01:18.773,-93,32
00:01:18.937,-88,24
00:01:19.072,-85,15
00:01:19.251,-91,35
00:01:19.385,-86,16
00:01:19.525,-91,35
00:01:19.698,-88,25
00:01:19.884,-82,23
00:01:20.004,-87,14
00:01:20.159,-95,20
00:01:20.496,-89,20
00:01:20.750,-83,14
00:01:20.884,-86,26
00:01:21.168,-94,17
00:01:21.369,-91,24
00:01:21.494,-93,25
00:01:21.607,-86,20
00:01:21.943,-89,35
00:01:22.175,-94,26
00:01:22.345,-90,20
00:01:22.481,-83,8
00:01:22.615,-93,34
00:01:22.757,-88,23
00:01:22.927,-90,24
00:01:23.047,-85,6
00:01:23.196,-96,2
00:01:23.353,-94,33
00:01:23.510,-84,12
00:01:23.719,-90,4
00:01:23.898,-85,15
00:01:24.077,-89,4
00:01:24.233,-81,9
00:01:24.382,-89,28
00:01:24.539,-87,16
00:01:24.658,-95,34
00:01:24.763,-88,6
00:01:24.905,-90,13
00:01:25.084,-92,8
00:01:25.412,-89,34
00:01:25.606,-97,24
00:01:25.807,-88,9
00:01:26.083,-91,35
00:01:26.344,-88,22
00:01:26.650,-93,30
00:01:27.001,-96,28
00:01:27.493,-91,14
00:01:27.635,-83,30
00:01:27.739,-87,6
00:01:27.888,-84,9
00:01:28.015,-88,0
00:01:28.105,-79,10
00:01:28.202,-91,24
00:01:28.314,-83,21
00:01:28.471,-86,23
00:01:28.618,-82,13
00:01:28.739,-93,24
00:01:28.836,-84,18
00:01:28.985,-87,17
00:01:29.127,-90,33
00:01:29.246,-86,21
00:01:29.469,-90,33
00:01:29.597,-88,32
00:01:29.769,-93,25
00:01:29.931,-88,30
00:01:30.096,-86,15
00:01:30.193,-79,18
00:01:30.402,-77,35
00:01:30.521,-79,25
00:01:30.679,-81,31
00:01:30.805,-92,33
00:01:30.925,-88,0
00:01:31.037,-84,8
00:01:31.179,-80,19
00:01:31.297,-83,5
00:01:31.439,-94,30
00:01:31.566,-86,19
00:01:31.663,-82,7
00:01:31.805,-93,21
00:01:31.894,-90,25
00:01:32.006,-88,32
00:01:32.126,-85,34
00:01:32.245,-82,13
00:01:32.409,-80,18
00:01:32.513,-84,33
00:01:32.625,-88,27
00:01:32.752,-84,26
00:01:32.909,-86,2
00:01:32.991,-76,18
00:01:33.088,-81,14
00:01:33.245,-77,7
00:01:33.342,-81,21
00:01:33.439,-78,12
00:01:33.543,-76,18
00:01:33.648,-78,10
00:01:33.752,-89,28
00:01:33.834,-85,5
00:01:33.916,-79,36
00:01:34.065,-82,6
00:01:34.162,-78,20
00:01:34.274,-82,36
00:01:34.371,-79,7
00:01:34.490,-88,31
00:01:34.593,-84,5
00:01:34.722,-80,25
00:01:34.811,-83,5
00:01:34.916,-81,5
00:01:35.064,-76,20
00:01:35.168,-79,25
00:01:35.266,-83,35
00:01:35.371,-79,11
00:01:35.527,-77,21
00:01:35.714,-79,1
00:01:35.856,-77,13
00:01:35.960,-81,24
00:01:36.087,-78,4
00:01:36.191,-84,32
00:01:36.339,-82,25
00:01:36.475,-85,35
00:01:36.616,-91,14
00:01:36.817,-86,30
00:01:37.004,-98,36
00:01:37.161,-90,24
00:01:37.400,-86,31
00:01:37.534,-88,21
00:01:37.743,-98,34
00:01:37.862,-85,21
00:01:37.989,-87,21
00:01:38.213,-84,31
00:01:38.399,-87,31
00:01:38.511,-92,9
00:01:38.593,-80,22
00:01:38.720,-76,32
00:01:38.824,-89,17
00:01:38.914,-82,8
00:01:39.041,-87,1
00:01:39.160,-79,36
00:01:39.265,-89,9
00:01:39.414,-95,30
00:01:39.511,-88,12
00:01:39.712,-90,31
00:01:39.943,-96,27
00:01:40.242,-93,19
00:01:40.488,-88,2
00:01:40.652,-90,33
00:01:40.764,-97,8
00:01:40.853,-79,3
00:01:40.995,-89,16
00:01:41.167,-81,30
00:01:41.278,-91,8
00:01:41.405,-87,25
00:01:41.547,-91,19
00:01:41.838,-87,13
00:01:42.009,-91,20
00:01:42.539,-89,1
00:01:42.845,-95,19
00:01:43.001,-90,10
00:01:43.345,-87,31
00:01:43.516,-90,14
00:01:43.919,-92,8
00:01:44.143,-100,17
00:01:44.300,-97,25
00:01:44.472,-87,35
00:01:44.635,-92,27
00:01:44.813,-95,18
00:01:45.053,-89,29
00:01:45.247,-91,8
00:01:45.575,-94,21
00:01:45.732,-92,7
00:01:45.948,-90,8
00:01:46.232,-94,3
00:01:46.418,-90,14
00:01:46.702,-93,22
00:01:46.872,-90,30
00:01:47.134,-87,14
00:01:47.313,-90,30
00:01:47.522,-92,0
00:01:47.709,-89,30
00:01:47.903,-91,16
00:01:48.305,-87,9
00:01:48.544,-91,16
00:01:48.970,-93,21
00:01:49.117,-89,31
00:01:49.342,-91,15
00:01:49.835,-93,6
00:01:49.984,-90,8
00:01:50.334,-92,35
00:01:50.469,-90,11
00:01:50.775,-88,32
00:01:50.998,-92,33
00:01:51.252,-95,7
00:01:51.498,-93,35
00:01:51.767,-90,15
00:01:52.192,-86,12
00:01:52.356,-89,14
00:01:52.624,-91,10
00:01:52.826,-88,30
00:01:52.945,-91,8
00:01:53.326,-89,13
00:01:53.512,-93,20
00:01:53.706,-91,33
00:01:53.960,-89,14
00:01:54.363,-92,22
00:01:54.549,-90,30
00:01:54.907,-96,5
00:01:55.011,-92,35
00:01:55.190,-97,26
00:01:55.332,-93,18
00:01:55.467,-90,30
00:01:55.675,-92,17
00:01:55.869,-95,20
00:01:56.063,-93,22
00:01:56.190,-89,9
00:01:56.503,-86,12
00:01:56.668,-89,14
00:01:56.883,-92,27
00:01:57.122,-89,10
00:01:57.412,-94,1
00:01:57.585,-89,10
00:01:57.853,-95,26
00:01:58.032,-90,18
00:01:58.361,-93,33
00:01:58.607,-89,31
00:01:58.801,-87,0
00:01:58.987,-93,27
00:01:59.195,-89,31
00:01:59.554,-92,28
00:01:59.762,-89,16
00:01:59.979,-97,5
00:02:00.159,-90,16
00:02:00.368,-92,0
00:02:00.591,-90,11
00:02:00.867,-93,0
00:02:01.203,-89,14
00:02:01.441,-91,28
00:02:01.650,-93,20
00:02:01.852,-95,5
00:02:02.001,-88,9
00:02:02.284,-92,0
00:02:02.471,-88,9
00:02:02.725,-95,27
00:02:02.835,-89,11
00:02:03.097,-93,7
00:02:03.344,-91,20
00:02:03.590,-93,18
00:02:03.702,-89,31
00:02:04.000,-95,23
00:02:04.142,-93,35
00:02:04.366,-90,30
00:02:04.507,-88,9
00:02:04.664,-93,36
00:02:04.843,-88,16
00:02:05.081,-91,10
00:02:05.253,-89,12
00:02:05.514,-94,36
00:02:05.634,-96,3
00:02:05.746,-98,3
00:02:05.894,-90,11
00:02:06.171,-93,36
00:02:06.409,-90,16
00:02:06.693,-93,36
00:02:06.916,-91,28
00:02:07.192,-89,11
00:02:07.580,-87,32
00:02:07.789,-90,27
00:02:08.005,-96,36
00:02:08.170,-92,10
00:02:08.386,-96,34
00:02:08.550,-92,22
00:02:08.847,-95,34
00:02:08.990,-87,12
00:02:09.162,-93,27
