00:01:18.168,-79,14
00:01:18.312,-74,22
00:01:18.409,-78,10
00:01:18.551,-74,25
00:01:18.685,-78,34
00:01:18.842,-74,29
00:01:18.969,-77,2
00:01:19.073,-86,13
00:01:19.154,-83,12
00:01:19.237,-79,16
00:01:19.341,-82,16
00:01:19.438,-76,1
00:01:19.587,-74,27
00:01:19.729,-77,35
00:01:19.864,-80,10
00:01:19.961,-77,32
00:01:20.162,-79,35
00:01:20.252,-81,18
00:01:20.341,-74,30
00:01:20.505,-79,8
00:01:20.602,-73,26
00:01:20.729,-83,15
00:01:20.833,-78,33
00:01:20.945,-82,17
00:01:21.050,-80,35
00:01:21.154,-88,11
00:01:21.244,-76,1
00:01:21.408,-78,33
00:01:21.520,-80,35
00:01:21.617,-76,1
00:01:21.773,-79,34
00:01:21.885,-83,18
00:01:21.982,-74,28
00:01:22.101,-81,10
00:01:22.191,-79,36
00:01:22.325,-84,16
00:01:22.422,-74,27
00:01:22.564,-79,7
00:01:22.713,-76,21
00:01:22.878,-73,28
00:01:22.981,-82,16
00:01:23.101,-76,23
00:01:23.250,-79,36
00:01:23.347,-75,32
00:01:23.489,-83,16
00:01:23.608,-76,32
00:01:23.705,-78,24
00:01:23.847,-75,29
00:01:23.966,-83,16
00:01:24.056,-77,21
00:01:24.175,-80,19
00:01:24.294,-77,32
00:01:24.428,-79,34
00:01:24.518,-74,4
00:01:24.623,-80,19
00:01:24.734,-77,7
00:01:24.914,-75,6
00:01:25.033,-78,32
00:01:25.129,-76,26
00:01:25.346,-80,35
00:01:25.442,-77,9
00:01:25.585,-81,14
00:01:25.689,-76,26
00:01:25.891,-84,13
00:01:25.972,-76,31
00:01:26.129,-82,18
00:01:26.256,-76,32
00:01:26.361,-73,28
00:01:26.443,-75,2
00:01:26.555,-82,13
00:01:26.681,-73,28
00:01:26.764,-78,33
00:01:26.861,-75,25
00:01:27.008,-86,12
00:01:27.092,-76,4
00:01:27.249,-81,9
00:01:27.338,-73,28
00:01:27.479,-78,33
00:01:27.591,-81,17
00:01:27.681,-78,6
00:01:27.778,-80,7
00:01:27.912,-87,11
00:01:27.994,-73,29
00:01:28.091,-80,14
00:01:28.181,-74,25
00:01:28.271,-77,24
00:01:28.405,-75,23
00:01:28.553,-87,12
00:01:28.636,-83,13
00:01:28.718,-75,26
00:01:28.853,-77,6
00:01:28.964,-75,29
00:01:29.083,-78,8
00:01:29.203,-76,23
00:01:29.345,-79,20
00:01:29.478,-75,4
00:01:29.642,-84,13
00:01:29.740,-75,26
00:01:29.882,-80,16
00:01:29.978,-86,13
00:01:30.069,-74,3
00:01:30.158,-79,15
00:01:30.278,-74,28
00:01:30.381,-78,9
00:01:30.522,-76,26
00:01:30.672,-79,10
00:01:30.799,-81,9
00:01:30.896,-75,30
00:01:31.008,-85,18
00:01:31.113,-81,28
00:01:31.195,-76,16
00:01:31.329,-73,20
00:01:31.441,-76,29
00:01:31.530,-64,4
00:01:31.612,-68,20
00:01:31.709,-76,11
00:01:31.791,-69,21
00:01:31.888,-64,26
00:01:32.021,-68,21
00:01:32.105,-77,33
00:01:32.209,-69,12
00:01:32.335,-74,24
00:01:32.433,-69,22
00:01:32.581,-77,34
00:01:32.672,-69,20
00:01:32.776,-72,29
00:01:32.858,-67,19
00:01:32.992,-69,24
00:01:33.082,-79,33
00:01:33.164,-74,31
00:01:33.252,-67,20
00:01:33.409,-72,2
00:01:33.529,-70,25
00:01:33.634,-64,12
00:01:33.753,-71,30
00:01:33.843,-77,36
00:01:33.939,-70,30
00:01:34.067,-73,3
00:01:34.231,-68,2
00:01:34.341,-77,28
00:01:34.424,-65,3
00:01:34.588,-67,2
00:01:34.722,-72,35
00:01:34.805,-64,25
00:01:34.932,-73,35
00:01:35.029,-75,15
00:01:35.133,-80,21
00:01:35.223,-74,11
00:01:35.348,-71,4
00:01:35.579,-73,11
00:01:35.729,-70,6
00:01:35.849,-74,26
00:01:35.983,-72,21
00:01:36.109,-74,30
00:01:36.296,-79,13
00:01:36.401,-75,9
00:01:36.543,-72,24
00:01:36.707,-75,17
00:01:36.849,-70,28
00:01:36.944,-75,1
00:01:37.073,-77,34
00:01:37.184,-73,6
00:01:37.288,-77,13
00:01:37.430,-73,0
00:01:37.624,-77,11
00:01:37.729,-71,21
00:01:37.862,-73,4
00:01:38.027,-79,35
00:01:38.109,-72,3
00:01:38.259,-80,36
00:01:38.371,-78,14
00:01:38.481,-72,26
00:01:38.698,-76,10
00:01:38.818,-72,20
00:01:38.975,-79,11
00:01:39.072,-72,5
00:01:39.206,-70,21
00:01:39.303,-74,19
00:01:39.437,-71,26
00:01:39.549,-76,34
00:01:39.689,-73,2
00:01:39.846,-77,11
00:01:39.944,-75,33
00:01:40.086,-71,26
00:01:40.176,-76,12
00:01:40.302,-73,30
00:01:40.481,-76,13
00:01:40.615,-73,4
00:01:40.787,-75,18
00:01:40.884,-72,24
00:01:41.033,-70,22
00:01:41.151,-73,2
00:01:41.300,-76,10
00:01:41.413,-74,0
00:01:41.555,-78,12
00:01:41.637,-73,31
00:01:41.734,-76,10
00:01:41.869,-72,4
00:01:42.018,-75,17
00:01:42.152,-77,36
00:01:42.264,-72,6
00:01:42.458,-74,4
00:01:42.562,-71,27
00:01:42.704,-73,1
00:01:42.816,-76,10
00:01:42.934,-72,6
00:01:43.099,-77,36
00:01:43.196,-74,18
00:01:43.323,-77,13
00:01:43.420,-72,7
00:01:43.652,-74,32
00:01:43.793,-77,15
00:01:43.927,-75,15
00:01:44.032,-71,21
00:01:44.181,-79,11
00:01:44.278,-72,24
00:01:44.465,-76,16
00:01:44.627,-71,26
00:01:44.808,-74,1
00:01:44.994,-71,25
